movie_title;score;num_votes;num_reviews;link
The Lincoln Lawyer;7.3;173848;203.0;http://www.imdb.com/title/tt1189340/
Amores Perros;8.1;173551;361.0;http://www.imdb.com/title/tt0245712/
Gangster Squad;6.7;173530;264.0;http://www.imdb.com/title/tt1321870/
Chappie;6.9;172965;627.0;http://www.imdb.com/title/tt1823672/
Just Go with It;6.4;172878;203.0;http://www.imdb.com/title/tt1564367/
Silent Hill;6.6;172792;1740.0;http://www.imdb.com/title/tt0384537/
Megamind;7.3;172754;187.0;http://www.imdb.com/title/tt1001526/
Transcendence;6.3;172707;462.0;http://www.imdb.com/title/tt2209764/
Bad Boys;6.8;172405;203.0;http://www.imdb.com/title/tt0112442/
Mars Attacks!;6.3;172217;405.0;http://www.imdb.com/title/tt0116996/
American Reunion;6.7;172112;181.0;http://www.imdb.com/title/tt1605630/
Chicago;7.2;172080;1017.0;http://www.imdb.com/title/tt0299658/
What's Eating Gilbert Grape;7.8;171882;292.0;http://www.imdb.com/title/tt0108550/
Mulan;7.5;171792;222.0;http://www.imdb.com/title/tt0120762/
Bridget Jones's Diary;6.7;171568;571.0;http://www.imdb.com/title/tt0243155/
Predators;6.4;171418;619.0;http://www.imdb.com/title/tt1424381/
The Girl Next Door;6.8;171151;513.0;http://www.imdb.com/title/tt0265208/
Traffic;7.6;170684;867.0;http://www.imdb.com/title/tt0181865/
Alien: Resurrection;6.3;170179;656.0;http://www.imdb.com/title/tt0118583/
The Hunt;8.3;170155;249.0;http://www.imdb.com/title/tt2106476/
Grease;7.2;170027;350.0;http://www.imdb.com/title/tt0077631/
Die Another Day;6.1;169914;1185.0;http://www.imdb.com/title/tt0246460/
Meet Joe Black;7.1;169023;703.0;http://www.imdb.com/title/tt0119643/
No Strings Attached;6.2;168717;178.0;http://www.imdb.com/title/tt1411238/
Before Sunset;8.0;168398;492.0;http://www.imdb.com/title/tt0381681/
Closer;7.3;168314;903.0;http://www.imdb.com/title/tt0376541/
Master and Commander: The Far Side of the World;7.4;168207;684.0;http://www.imdb.com/title/tt0311113/
Das Boot;8.4;168203;426.0;http://www.imdb.com/title/tt0082096/
Get Smart;6.5;168172;380.0;http://www.imdb.com/title/tt0425061/
P.S. I Love You;7.1;167967;243.0;http://www.imdb.com/title/tt0431308/
Romeo + Juliet;6.8;167750;506.0;http://www.imdb.com/title/tt0117509/
Teenage Mutant Ninja Turtles;5.9;167085;491.0;http://www.imdb.com/title/tt1291150/
Ice Age: Dawn of the Dinosaurs;7.0;166791;132.0;http://www.imdb.com/title/tt1080016/
Safe House;6.8;166693;276.0;http://www.imdb.com/title/tt1599348/
Death Race;6.4;166610;211.0;http://www.imdb.com/title/tt0452608/
Match Point;7.7;166269;735.0;http://www.imdb.com/title/tt0416320/
I Love You, Man;7.1;166194;215.0;http://www.imdb.com/title/tt1155056/
The Hunger Games: Mockingjay - Part 2;6.6;166137;383.0;http://www.imdb.com/title/tt1951266/
Machete;6.7;165792;392.0;http://www.imdb.com/title/tt0985694/
A Good Day to Die Hard;5.3;165618;503.0;http://www.imdb.com/title/tt1606378/
Rio;7.0;165333;186.0;http://www.imdb.com/title/tt1436562/
The Number 23;6.4;164608;383.0;http://www.imdb.com/title/tt0481369/
White House Down;6.4;164238;434.0;http://www.imdb.com/title/tt2334879/
Hotel Transylvania;7.1;164148;168.0;http://www.imdb.com/title/tt0837562/
The Ugly Truth;6.5;163665;169.0;http://www.imdb.com/title/tt1142988/
True Romance;8.0;163492;460.0;http://www.imdb.com/title/tt0108399/
The Happening;5.0;163130;1264.0;http://www.imdb.com/title/tt0949731/
Austin Powers in Goldmember;6.2;162909;795.0;http://www.imdb.com/title/tt0295178/
A Walk to Remember;7.4;162701;962.0;http://www.imdb.com/title/tt0281358/
American Wedding;6.3;162331;332.0;http://www.imdb.com/title/tt0328828/
Rocky Balboa;7.2;162130;962.0;http://www.imdb.com/title/tt0479143/
EuroTrip;6.6;162067;316.0;http://www.imdb.com/title/tt0356150/
South Park: Bigger Longer & Uncut;7.8;162037;928.0;http://www.imdb.com/title/tt0158983/
Big Daddy;6.4;161858;289.0;http://www.imdb.com/title/tt0142342/
Run Lola Run;7.8;161471;709.0;http://www.imdb.com/title/tt0130827/
Napoleon Dynamite;6.9;161448;1473.0;http://www.imdb.com/title/tt0374900/
Room;8.3;161288;351.0;http://www.imdb.com/title/tt3170832/
Pain & Gain;6.5;161168;287.0;http://www.imdb.com/title/tt1980209/
Remember the Titans;7.8;160776;402.0;http://www.imdb.com/title/tt0210945/
Cube;7.3;160511;696.0;http://www.imdb.com/title/tt0123755/
Rush Hour 2;6.6;160440;394.0;http://www.imdb.com/title/tt0266915/
Bad Teacher;5.7;160418;296.0;http://www.imdb.com/title/tt1284575/
Ace Ventura: When Nature Calls;6.3;160321;178.0;http://www.imdb.com/title/tt0112281/
Airplane!;7.8;160281;427.0;http://www.imdb.com/title/tt0080339/
The Internship;6.3;159931;281.0;http://www.imdb.com/title/tt2234155/
Hansel & Gretel: Witch Hunters;6.1;159868;304.0;http://www.imdb.com/title/tt1428538/
Hanna;6.8;159198;438.0;http://www.imdb.com/title/tt0993842/
What Women Want;6.4;158864;395.0;http://www.imdb.com/title/tt0207201/
After Earth;4.9;158720;744.0;http://www.imdb.com/title/tt1815862/
Drag Me to Hell;6.6;158354;691.0;http://www.imdb.com/title/tt1127180/
Blade II;6.7;158267;559.0;http://www.imdb.com/title/tt0187738/
Halloween;7.9;157857;1191.0;http://www.imdb.com/title/tt0077651/
The World Is Not Enough;6.4;157519;683.0;http://www.imdb.com/title/tt0143145/
Project X;6.7;157051;261.0;http://www.imdb.com/title/tt1636826/
Lara Croft: Tomb Raider;5.7;157016;824.0;http://www.imdb.com/title/tt0146316/
Dark City;7.7;156929;624.0;http://www.imdb.com/title/tt0118929/
2 Guns;6.7;156898;172.0;http://www.imdb.com/title/tt1272878/
How to Lose a Guy in 10 Days;6.4;156717;357.0;http://www.imdb.com/title/tt0251127/
You Don't Mess with the Zohan;5.5;156348;380.0;http://www.imdb.com/title/tt0960144/
Transporter 2;6.3;156267;340.0;http://www.imdb.com/title/tt0388482/
Underworld: Evolution;6.8;156225;502.0;http://www.imdb.com/title/tt0401855/
Happy Gilmore;7.0;156143;289.0;http://www.imdb.com/title/tt0116483/
The Hitchhiker's Guide to the Galaxy;6.8;155745;1053.0;http://www.imdb.com/title/tt0371724/
Swordfish;6.5;155532;543.0;http://www.imdb.com/title/tt0244244/
Grindhouse;7.6;155496;532.0;http://www.imdb.com/title/tt0462322/
Harold & Kumar Go to White Castle;7.1;155262;316.0;http://www.imdb.com/title/tt0366551/
Sinister;6.8;155153;524.0;http://www.imdb.com/title/tt1922777/
Battle Los Angeles;5.8;154955;800.0;http://www.imdb.com/title/tt1217613/
The Descent;7.2;154938;1100.0;http://www.imdb.com/title/tt0435625/
Insurgent;6.3;154621;258.0;http://www.imdb.com/title/tt2908446/
Sleepers;7.5;154487;259.0;http://www.imdb.com/title/tt0117665/
Ghost;7.0;154199;252.0;http://www.imdb.com/title/tt0099653/
Big;7.3;153468;204.0;http://www.imdb.com/title/tt0094737/
Wrath of the Titans;5.8;152826;253.0;http://www.imdb.com/title/tt1646987/
Cloudy with a Chance of Meatballs;7.0;152601;156.0;http://www.imdb.com/title/tt0844471/
Revolutionary Road;7.3;152591;414.0;http://www.imdb.com/title/tt0959337/
Brazil;8.0;152306;513.0;http://www.imdb.com/title/tt0088846/
The Bank Job;7.3;152247;189.0;http://www.imdb.com/title/tt0200465/
Butch Cassidy and the Sundance Kid;8.1;152089;309.0;http://www.imdb.com/title/tt0064115/
A Separation;8.4;151812;264.0;http://www.imdb.com/title/tt1832382/
You've Got Mail;6.5;151812;556.0;http://www.imdb.com/title/tt0128853/
Resident Evil: Apocalypse;6.2;151580;672.0;http://www.imdb.com/title/tt0318627/
Surrogates;6.3;151424;252.0;http://www.imdb.com/title/tt0986263/
Eagle Eye;6.6;150764;318.0;http://www.imdb.com/title/tt1059786/
The Croods;7.3;150618;195.0;http://www.imdb.com/title/tt0481499/
Chocolat;7.3;150308;498.0;http://www.imdb.com/title/tt0241303/
Blue Jasmine;7.3;150082;384.0;http://www.imdb.com/title/tt2334873/
The Taking of Pelham 1 2 3;6.4;149998;285.0;http://www.imdb.com/title/tt1111422/
Sideways;7.5;149966;835.0;http://www.imdb.com/title/tt0375063/
Unstoppable;6.8;149947;326.0;http://www.imdb.com/title/tt0477080/
The Chronicles of Narnia: Prince Caspian;6.6;149922;438.0;http://www.imdb.com/title/tt0499448/
Zack and Miri Make a Porno;6.6;149835;243.0;http://www.imdb.com/title/tt1007028/
Tomorrow Never Dies;6.5;149680;328.0;http://www.imdb.com/title/tt0120347/
Resident Evil: Extinction;6.3;149549;348.0;http://www.imdb.com/title/tt0432021/
25th Hour;7.7;149528;454.0;http://www.imdb.com/title/tt0307901/
The Bridge on the River Kwai;8.2;149444;273.0;http://www.imdb.com/title/tt0050212/
Hero;7.9;149414;841.0;http://www.imdb.com/title/tt0299977/
Focus;6.6;149337;221.0;http://www.imdb.com/title/tt2381941/
A Nightmare on Elm Street;7.5;149285;668.0;http://www.imdb.com/title/tt0087800/
Cruel Intentions;6.9;149222;749.0;http://www.imdb.com/title/tt0139134/
When Harry Met Sally...;7.6;149108;273.0;http://www.imdb.com/title/tt0098635/
Tinker Tailor Soldier Spy;7.1;149066;517.0;http://www.imdb.com/title/tt1340800/
The Golden Compass;6.1;149019;666.0;http://www.imdb.com/title/tt0385752/
K-PAX;7.4;148490;537.0;http://www.imdb.com/title/tt0272152/
X-Men: Apocalypse;7.3;148379;622.0;http://www.imdb.com/title/tt3385516/
Side Effects;7.1;148327;274.0;http://www.imdb.com/title/tt2053463/
Knight and Day;6.3;148280;348.0;http://www.imdb.com/title/tt1013743/
Cinderella Man;8.0;148238;529.0;http://www.imdb.com/title/tt0352248/
The Raid: Redemption;7.6;148221;316.0;http://www.imdb.com/title/tt1899353/
The Sound of Music;8.0;148172;406.0;http://www.imdb.com/title/tt0059742/
This Means War;6.3;147641;238.0;http://www.imdb.com/title/tt1596350/
Elf;6.9;147597;395.0;http://www.imdb.com/title/tt0319343/
A Fistful of Dollars;8.0;147566;235.0;http://www.imdb.com/title/tt0058461/
Secret Window;6.6;147504;531.0;http://www.imdb.com/title/tt0363988/
San Andreas;6.1;147497;499.0;http://www.imdb.com/title/tt2126355/
Southpaw;7.5;147128;277.0;http://www.imdb.com/title/tt1798684/
17 Again;6.4;146899;185.0;http://www.imdb.com/title/tt0974661/
Bolt;6.9;146766;178.0;http://www.imdb.com/title/tt0397892/
Creed;7.7;146708;362.0;http://www.imdb.com/title/tt3076658/
The Next Three Days;7.4;146364;237.0;http://www.imdb.com/title/tt1458175/
G.I. Joe: Retaliation;5.8;146352;288.0;http://www.imdb.com/title/tt1583421/
Air Force One;6.4;146134;393.0;http://www.imdb.com/title/tt0118571/
Madagascar: Escape 2 Africa;6.7;146019;119.0;http://www.imdb.com/title/tt0479952/
Mamma Mia!;6.3;145974;611.0;http://www.imdb.com/title/tt0795421/
The Vow;6.8;145852;164.0;http://www.imdb.com/title/tt1606389/
The Last King of Scotland;7.7;145580;351.0;http://www.imdb.com/title/tt0455590/
Ronin;7.3;145422;572.0;http://www.imdb.com/title/tt0122690/
Shame;7.3;145395;375.0;http://www.imdb.com/title/tt1723811/
Charlie's Angels;5.5;145350;643.0;http://www.imdb.com/title/tt0160127/
Ice Age: Continental Drift;6.6;145321;139.0;http://www.imdb.com/title/tt1667889/
The Impossible;7.6;145270;322.0;http://www.imdb.com/title/tt1649419/
Robin Hood: Prince of Thieves;6.9;145257;322.0;http://www.imdb.com/title/tt0102798/
Waterworld;6.1;144337;309.0;http://www.imdb.com/title/tt0114898/
Twister;6.3;144053;395.0;http://www.imdb.com/title/tt0117998/
About a Boy;7.1;144021;391.0;http://www.imdb.com/title/tt0276751/
Bram Stoker's Dracula;7.5;143835;654.0;http://www.imdb.com/title/tt0103874/
The Hunt for Red October;7.6;143696;241.0;http://www.imdb.com/title/tt0099810/
AVP: Alien vs. Predator;5.6;143628;1283.0;http://www.imdb.com/title/tt0370263/
Jarhead;7.1;143525;657.0;http://www.imdb.com/title/tt0418763/
Love & Other Drugs;6.7;143368;215.0;http://www.imdb.com/title/tt0758752/
Adaptation.;7.7;143251;710.0;http://www.imdb.com/title/tt0268126/
High Fidelity;7.6;143137;602.0;http://www.imdb.com/title/tt0146882/
Coraline;7.7;143121;279.0;http://www.imdb.com/title/tt0327597/
Modern Times;8.6;143086;211.0;http://www.imdb.com/title/tt0027977/
Pi;7.5;142619;586.0;http://www.imdb.com/title/tt0138704/
xXx;5.8;142569;737.0;http://www.imdb.com/title/tt0295701/
Enchanted;7.1;142496;399.0;http://www.imdb.com/title/tt0461770/
The Blues Brothers;7.9;142448;319.0;http://www.imdb.com/title/tt0080455/
Beowulf;6.3;142440;505.0;http://www.imdb.com/title/tt0442933/
Ed Wood;7.9;142416;420.0;http://www.imdb.com/title/tt0109707/
Minions;6.4;142403;275.0;http://www.imdb.com/title/tt2293640/
Gremlins;7.2;142293;245.0;http://www.imdb.com/title/tt0087363/
Saw III;6.2;142115;614.0;http://www.imdb.com/title/tt0489270/
The English Patient;7.4;142067;457.0;http://www.imdb.com/title/tt0116209/
The League of Extraordinary Gentlemen;5.8;141533;786.0;http://www.imdb.com/title/tt0311429/
Blue Valentine;7.4;141425;283.0;http://www.imdb.com/title/tt1120985/
How the Grinch Stole Christmas;6.0;141414;482.0;http://www.imdb.com/title/tt0170016/
Percy Jackson & the Olympians: The Lightning Thief;5.9;141179;419.0;http://www.imdb.com/title/tt0814255/
Hitman;6.3;140780;376.0;http://www.imdb.com/title/tt0465494/
What Happens in Vegas;6.1;140740;151.0;http://www.imdb.com/title/tt1033643/
Chicken Run;7.0;140499;358.0;http://www.imdb.com/title/tt0120630/
The Woman in Black;6.4;139749;509.0;http://www.imdb.com/title/tt1596365/
Jupiter Ascending;5.4;139593;720.0;http://www.imdb.com/title/tt1617661/
The Life Aquatic with Steve Zissou;7.3;139535;632.0;http://www.imdb.com/title/tt0362270/
Goldfinger;7.8;139432;418.0;http://www.imdb.com/title/tt0058150/
The Day the Earth Stood Still;5.5;139423;698.0;http://www.imdb.com/title/tt0970416/
The Purge;5.7;139329;578.0;http://www.imdb.com/title/tt2184339/
Close Encounters of the Third Kind;7.7;139288;339.0;http://www.imdb.com/title/tt0075860/
Hot Tub Time Machine;6.4;139184;243.0;http://www.imdb.com/title/tt1231587/
Fantastic Mr. Fox;7.8;139114;245.0;http://www.imdb.com/title/tt0432283/
The Thin Red Line;7.6;138941;1448.0;http://www.imdb.com/title/tt0120863/
Alexander;5.5;138863;1390.0;http://www.imdb.com/title/tt0346491/
Hostel;5.9;138814;1516.0;http://www.imdb.com/title/tt0450278/
Desperado;7.2;138707;202.0;http://www.imdb.com/title/tt0112851/
Shrek Forever After;6.4;138661;173.0;http://www.imdb.com/title/tt0892791/
Dracula Untold;6.3;138582;423.0;http://www.imdb.com/title/tt0829150/
30 Days of Night;6.6;138435;527.0;http://www.imdb.com/title/tt0389722/
The Scorch Trials;6.4;138246;360.0;http://www.imdb.com/title/tt4046784/
Immortals;6.1;138190;405.0;http://www.imdb.com/title/tt1253864/
The Talented Mr. Ripley;7.3;137891;696.0;http://www.imdb.com/title/tt0134119/
Three Kings;7.1;137854;560.0;http://www.imdb.com/title/tt0120188/
The Ninth Gate;6.7;137722;638.0;http://www.imdb.com/title/tt0142688/
Miss Congeniality;6.2;137377;370.0;http://www.imdb.com/title/tt0212346/
A Knight's Tale;6.9;137003;658.0;http://www.imdb.com/title/tt0183790/
The Judge;7.4;136973;275.0;http://www.imdb.com/title/tt1872194/
Need for Speed;6.5;136954;346.0;http://www.imdb.com/title/tt2369135/
The Change-Up;6.4;136680;149.0;http://www.imdb.com/title/tt1488555/
Milk;7.6;136673;281.0;http://www.imdb.com/title/tt1013753/
Spaceballs;7.1;136667;273.0;http://www.imdb.com/title/tt0094012/
The Crow;7.6;136580;545.0;http://www.imdb.com/title/tt0109506/
The Tree of Life;6.7;136367;975.0;http://www.imdb.com/title/tt0478304/
The Assassination of Jesse James by the Coward Robert Ford;7.5;136104;415.0;http://www.imdb.com/title/tt0443680/
A Million Ways to Die in the West;6.1;136093;416.0;http://www.imdb.com/title/tt2557490/
Team America: World Police;7.2;136048;700.0;http://www.imdb.com/title/tt0372588/
The Green Hornet;5.8;136019;443.0;http://www.imdb.com/title/tt0990407/
Deep Impact;6.1;135601;493.0;http://www.imdb.com/title/tt0120647/
The Mask of Zorro;6.7;135404;318.0;http://www.imdb.com/title/tt0120746/
Mud;7.4;135286;261.0;http://www.imdb.com/title/tt1935179/
Erin Brockovich;7.3;135246;498.0;http://www.imdb.com/title/tt0195685/
Mama;6.2;134869;304.0;http://www.imdb.com/title/tt2023587/
Everest;7.1;134625;265.0;http://www.imdb.com/title/tt2719848/
Rushmore;7.7;134458;640.0;http://www.imdb.com/title/tt0128445/
Layer Cake;7.4;134070;263.0;http://www.imdb.com/title/tt0375912/
Mad Max 2: The Road Warrior;7.6;133966;294.0;http://www.imdb.com/title/tt0082694/
The Insider;7.9;133526;521.0;http://www.imdb.com/title/tt0140352/
Taken 3;6.0;133436;323.0;http://www.imdb.com/title/tt2446042/
Michael Clayton;7.3;133367;363.0;http://www.imdb.com/title/tt0465538/
Snow White and the Seven Dwarfs;7.7;133348;204.0;http://www.imdb.com/title/tt0029583/
The Heat;6.6;133177;380.0;http://www.imdb.com/title/tt2404463/
The Perfect Storm;6.4;133076;779.0;http://www.imdb.com/title/tt0177971/
Road Trip;6.5;132963;302.0;http://www.imdb.com/title/tt0215129/
Blade: Trinity;5.9;132954;514.0;http://www.imdb.com/title/tt0359013/
Happy Feet;6.5;132501;548.0;http://www.imdb.com/title/tt0366548/
The Ghost Writer;7.2;132423;349.0;http://www.imdb.com/title/tt1139328/
Shark Tale;6.0;132415;288.0;http://www.imdb.com/title/tt0307453/
The Boy in the Striped Pajamas;7.8;132386;398.0;http://www.imdb.com/title/tt0914798/
Letters from Iwo Jima;7.9;132149;316.0;http://www.imdb.com/title/tt0498380/
He's Just Not That Into You;6.4;132048;203.0;http://www.imdb.com/title/tt1001508/
Hard Candy;7.1;131969;651.0;http://www.imdb.com/title/tt0424136/
The Secret in Their Eyes;8.2;131831;231.0;http://www.imdb.com/title/tt1305806/
Legally Blonde;6.2;131801;548.0;http://www.imdb.com/title/tt0250494/
Resident Evil: Afterlife;5.9;131447;410.0;http://www.imdb.com/title/tt1220634/
Anchorman 2: The Legend Continues;6.3;131227;346.0;http://www.imdb.com/title/tt1229340/
The Abyss;7.6;131217;380.0;http://www.imdb.com/title/tt0096754/
Talladega Nights: The Ballad of Ricky Bobby;6.6;130776;437.0;http://www.imdb.com/title/tt0415306/
The Intern;7.2;130661;304.0;http://www.imdb.com/title/tt2361509/
Night at the Museum: Battle of the Smithsonian;5.9;130272;209.0;http://www.imdb.com/title/tt1078912/
Once Upon a Time in Mexico;6.4;130094;471.0;http://www.imdb.com/title/tt0285823/
The Longest Yard;6.4;130070;316.0;http://www.imdb.com/title/tt0398165/
Blades of Glory;6.3;129995;246.0;http://www.imdb.com/title/tt0445934/
The Hills Have Eyes;6.4;129719;855.0;http://www.imdb.com/title/tt0454841/
Wild Wild West;4.8;129601;648.0;http://www.imdb.com/title/tt0120891/
Army of Darkness;7.6;128850;604.0;http://www.imdb.com/title/tt0106308/
Melancholia;7.1;128729;551.0;http://www.imdb.com/title/tt1527186/
Exodus: Gods and Kings;6.1;128682;657.0;http://www.imdb.com/title/tt1528100/
Abraham Lincoln: Vampire Hunter;5.9;128629;348.0;http://www.imdb.com/title/tt1611224/
Jay and Silent Bob Strike Back;6.9;128593;867.0;http://www.imdb.com/title/tt0261392/
The Iron Giant;8.0;128455;514.0;http://www.imdb.com/title/tt0129167/
Tomorrowland;6.5;128306;497.0;http://www.imdb.com/title/tt1964418/
The Emperor's New Groove;7.3;128285;297.0;http://www.imdb.com/title/tt0120917/
Lethal Weapon 3;6.7;128010;136.0;http://www.imdb.com/title/tt0104714/
Date Night;6.3;127571;207.0;http://www.imdb.com/title/tt1279935/
Vantage Point;6.6;127528;422.0;http://www.imdb.com/title/tt0443274/
Cape Fear;7.3;127503;261.0;http://www.imdb.com/title/tt0101540/
Lethal Weapon 4;6.6;127497;287.0;http://www.imdb.com/title/tt0122151/
Over the Hedge;6.8;127345;250.0;http://www.imdb.com/title/tt0327084/
The Expendables 3;6.1;127258;351.0;http://www.imdb.com/title/tt2333784/
The Karate Kid;7.2;126907;235.0;http://www.imdb.com/title/tt0087538/
10 Cloverfield Lane;7.3;126893;440.0;http://www.imdb.com/title/tt1179933/
Flightplan;6.2;126746;600.0;http://www.imdb.com/title/tt0408790/
Beverly Hills Cop;7.3;126464;175.0;http://www.imdb.com/title/tt0086960/
Superman;7.3;126357;497.0;http://www.imdb.com/title/tt0078346/
The Imaginarium of Doctor Parnassus;6.8;126307;210.0;http://www.imdb.com/title/tt1054606/
Girl, Interrupted;7.3;125421;385.0;http://www.imdb.com/title/tt0172493/
Riddick;6.4;125305;343.0;http://www.imdb.com/title/tt1411250/
The Man in the Iron Mask;6.4;125219;244.0;http://www.imdb.com/title/tt0120744/
Man on a Ledge;6.6;125198;153.0;http://www.imdb.com/title/tt1568338/
The Lovely Bones;6.7;125109;593.0;http://www.imdb.com/title/tt0380510/
RED 2;6.7;125036;205.0;http://www.imdb.com/title/tt1821694/
Evil Dead;6.5;125016;789.0;http://www.imdb.com/title/tt1288558/
Scream 2;6.1;124941;488.0;http://www.imdb.com/title/tt0120082/
From Hell;6.8;124765;541.0;http://www.imdb.com/title/tt0120681/
Antz;6.6;124641;289.0;http://www.imdb.com/title/tt0120587/
27 Dresses;6.1;124501;154.0;http://www.imdb.com/title/tt0988595/
The Punisher;6.5;124242;622.0;http://www.imdb.com/title/tt0330793/
Invictus;7.4;124222;259.0;http://www.imdb.com/title/tt1057500/
The Sorcerer's Apprentice;6.1;124185;238.0;http://www.imdb.com/title/tt0963966/
Analyze This;6.7;123940;337.0;http://www.imdb.com/title/tt0122933/
Galaxy Quest;7.3;123558;609.0;http://www.imdb.com/title/tt0177789/
Rise of the Guardians;7.3;123553;174.0;http://www.imdb.com/title/tt1446192/
Clueless;6.8;123390;248.0;http://www.imdb.com/title/tt0112697/
Bowling for Columbine;8.0;123090;888.0;http://www.imdb.com/title/tt0310793/
The Cable Guy;6.0;122347;345.0;http://www.imdb.com/title/tt0115798/
13 Going on 30;6.1;122187;339.0;http://www.imdb.com/title/tt0337563/
I Am Sam;7.6;121937;431.0;http://www.imdb.com/title/tt0277027/
Rounders;7.4;121676;290.0;http://www.imdb.com/title/tt0128442/
Pandorum;6.8;121432;310.0;http://www.imdb.com/title/tt1188729/
Spy Game;7.0;121259;361.0;http://www.imdb.com/title/tt0266987/
Rush Hour 3;6.2;121084;221.0;http://www.imdb.com/title/tt0293564/
Smokin' Aces;6.7;121058;482.0;http://www.imdb.com/title/tt0475394/
The Polar Express;6.6;120798;444.0;http://www.imdb.com/title/tt0338348/
Starsky & Hutch;6.1;120795;308.0;http://www.imdb.com/title/tt0335438/
Final Destination 2;6.2;120786;472.0;http://www.imdb.com/title/tt0309593/
Event Horizon;6.7;120416;857.0;http://www.imdb.com/title/tt0119081/
The Bone Collector;6.7;120202;397.0;http://www.imdb.com/title/tt0145681/
The Orphanage;7.5;120189;308.0;http://www.imdb.com/title/tt0464141/
Dazed and Confused;7.7;120036;408.0;http://www.imdb.com/title/tt0106677/
Underworld: Rise of the Lycans;6.6;119974;169.0;http://www.imdb.com/title/tt0834001/
Straight Outta Compton;7.9;119928;331.0;http://www.imdb.com/title/tt1398426/
S.W.A.T.;6.0;119807;340.0;http://www.imdb.com/title/tt0257076/
Pocahontas;6.6;119675;216.0;http://www.imdb.com/title/tt0114148/
Brüno;5.8;119622;396.0;http://www.imdb.com/title/tt0889583/
Scary Movie 2;5.2;119590;548.0;http://www.imdb.com/title/tt0257106/
The Waterboy;6.1;119450;300.0;http://www.imdb.com/title/tt0120484/
Memoirs of a Geisha;7.3;119286;548.0;http://www.imdb.com/title/tt0397535/
Madagascar 3: Europe's Most Wanted;6.9;119213;154.0;http://www.imdb.com/title/tt1277953/
Wall Street;7.4;119150;219.0;http://www.imdb.com/title/tt0094291/
Suicide Squad;6.9;118992;971.0;http://www.imdb.com/title/tt1386697/
The Last Airbender;4.2;118951;1382.0;http://www.imdb.com/title/tt0938283/
Buried;7.0;118684;447.0;http://www.imdb.com/title/tt1462758/
Cold Mountain;7.2;118483;674.0;http://www.imdb.com/title/tt0159365/
The Mechanic;6.6;117999;181.0;http://www.imdb.com/title/tt0472399/
The Mummy: Tomb of the Dragon Emperor;5.2;117927;501.0;http://www.imdb.com/title/tt0859163/
Ted 2;6.4;117739;229.0;http://www.imdb.com/title/tt2637276/
Saving Mr. Banks;7.5;117719;306.0;http://www.imdb.com/title/tt2140373/
Rambo: First Blood Part II;6.4;117606;217.0;http://www.imdb.com/title/tt0089880/
Lilo & Stitch;7.2;117212;367.0;http://www.imdb.com/title/tt0275847/
Underworld: Awakening;6.4;117096;271.0;http://www.imdb.com/title/tt1496025/
47 Ronin;6.3;116994;324.0;http://www.imdb.com/title/tt1335975/
The Virgin Suicides;7.2;116910;520.0;http://www.imdb.com/title/tt0159097/
She's the Man;6.4;116762;261.0;http://www.imdb.com/title/tt0454945/
Marley & Me;7.1;116681;320.0;http://www.imdb.com/title/tt0822832/
Dr. No;7.3;116642;389.0;http://www.imdb.com/title/tt0055928/
Dude, Where's My Car?;5.5;116625;469.0;http://www.imdb.com/title/tt0242423/
War Horse;7.2;116159;488.0;http://www.imdb.com/title/tt1568911/
The Way Way Back;7.4;115813;216.0;http://www.imdb.com/title/tt1727388/
Hercules;6.0;115687;269.0;http://www.imdb.com/title/tt1267297/
Snakes on a Plane;5.6;115649;1033.0;http://www.imdb.com/title/tt0417148/
Black Mass;7.0;115216;289.0;http://www.imdb.com/title/tt1355683/
Evan Almighty;5.4;115099;257.0;http://www.imdb.com/title/tt0413099/
The Grudge;5.9;115050;911.0;http://www.imdb.com/title/tt0391198/
The Time Traveler's Wife;7.1;114925;234.0;http://www.imdb.com/title/tt0452694/
Clerks II;7.4;114797;472.0;http://www.imdb.com/title/tt0424345/
Lars and the Real Girl;7.4;114762;299.0;http://www.imdb.com/title/tt0805564/
Johnny English;6.1;114692;285.0;http://www.imdb.com/title/tt0274166/
Wayne's World;7.0;114610;176.0;http://www.imdb.com/title/tt0105793/
Monsters vs. Aliens;6.5;114553;187.0;http://www.imdb.com/title/tt0892782/
Good Bye Lenin!;7.7;114407;225.0;http://www.imdb.com/title/tt0301357/
The Lake House;6.8;114321;548.0;http://www.imdb.com/title/tt0410297/
Horrible Bosses 2;6.3;114294;187.0;http://www.imdb.com/title/tt2170439/
Puss in Boots;6.7;114287;137.0;http://www.imdb.com/title/tt0448694/
The Last Stand;6.4;114241;258.0;http://www.imdb.com/title/tt1549920/
Chasing Amy;7.3;114070;500.0;http://www.imdb.com/title/tt0118842/
Remember Me;7.2;113963;361.0;http://www.imdb.com/title/tt1403981/
Harold & Kumar Escape from Guantanamo Bay;6.6;113918;165.0;http://www.imdb.com/title/tt0481536/
Gamer;5.8;113483;245.0;http://www.imdb.com/title/tt1034032/
JFK;8.0;113472;442.0;http://www.imdb.com/title/tt0102138/
Evil Dead II;7.8;113451;537.0;http://www.imdb.com/title/tt0092991/
Fahrenheit 9/11;7.5;113152;1416.0;http://www.imdb.com/title/tt0361596/
The Last of the Mohicans;7.8;113068;382.0;http://www.imdb.com/title/tt0104691/
Conan the Barbarian;6.9;113065;337.0;http://www.imdb.com/title/tt0082198/
